age,income,employment_length,utility_payment_score,social_media_score,psychometric_score,smartphone_usage_score,default
20,77249,0,0.6952339418825881,0.0,1.0,0.032254229060957,0
70,33597,10,0.0,1.0,0.0,0.0,1
7,34752,0,1.0,0.3326910578572644,1.0,0.0,0
81,29425,7,1.0,0.0,1.0,0.0,0
18,38796,0,1.0,0.0,0.0,0.0,0
53,53141,13,1.0,1.0,0.0,1.0,1
26,74680,1,1.0,0.0,0.6817637537237771,0.723348218864005,0
1,26788,0,1.0,0.0,1.0,0.13883208271781333,0
26,73497,7,1.0,0.0,1.0,0.0,0
22,38272,0,0.660045684550276,0.0,0.0,0.0,0
62,79349,6,1.0,1.0,0.0,0.1378957758749067,1
3,45098,3,1.0,0.0,1.0,0.9026602893824857,0
55,50458,11,1.0,0.0,1.0,0.0,0
14,17700,0,0.8287280944025335,0.0,1.0,0.29026080540354937,0
31,61181,9,0.0,0.0,0.9235283940181869,0.16343176058713194,0
15,52923,0,1.0,0.0,0.3712881378684305,0.0,0
44,38797,12,0.0,0.0,1.0,0.9738462572598192,0
58,49602,10,1.0,0.0,1.0,0.0,0
10,70359,1,1.0,0.0,1.0,0.9660407980573626,0
25,46385,1,0.7971879353655539,0.0,1.0,1.0,0
35,45296,5,0.0,0.236345824038934,1.0,1.0,1
35,42118,11,0.18831033477098402,0.0,1.0,0.0,0
21,69268,0,1.0,0.0,1.0,1.0,0
-6,29324,3,0.0,0.0,1.0,0.4106739732747986,1
33,78516,0,0.0,0.0,0.0,0.0,0
44,62162,11,0.22122203512518235,0.0,1.0,0.0,0
6,35915,3,1.0,0.0,1.0,1.0,0
37,45355,10,1.0,0.0,1.0,1.0,0
7,59052,0,0.0,0.0,1.0,0.0,0
63,45959,3,1.0,0.0,1.0,0.6764786687730411,0
22,51840,18,0.0,0.02416822583597744,1.0,0.0,0
76,58447,7,1.0,0.0,1.0,1.0,0
12,41068,0,0.0,0.0,0.9720607306567639,0.0,0
11,72911,0,0.0,0.0,1.0,0.0,0
24,67787,0,1.0,0.0,0.0,0.0,0
34,46074,6,1.0,0.0,0.847812175770499,1.0,0
26,83062,3,1.0,0.0,0.0,0.0,0
20,7205,5,1.0,0.0,0.7191272766238372,1.0,0
24,53153,8,0.0,0.0,1.0,0.0,1
-2,58344,10,0.0,0.0,0.6789254370852023,0.0,1
75,13923,2,1.0,0.0,0.2449553455418909,0.0,0
0,36094,0,0.7047944542623269,0.0,1.0,0.0,0
52,24521,7,1.0,0.0,1.0,0.0,0
40,37779,12,0.30090765902166683,0.0,1.0,0.0,0
-14,54554,11,0.0,0.0,1.0,0.7145306910521688,1
28,86558,12,0.0,0.0,1.0,1.0,0
38,58054,13,0.3799999043105611,0.0,1.0,0.0,0
30,49679,5,0.7396357593371864,0.0,1.0,1.0,0
48,25774,6,1.0,1.0,0.0,0.9956590114287024,1
40,49410,7,1.0,1.0,0.0,0.0,1
26,26309,0,1.0,0.0,1.0,0.0,0
60,34644,17,0.0837035784742779,0.0,0.0,0.0,1
46,47315,13,0.3949459638221955,1.0,0.0,0.0,1
44,60615,16,1.0,0.0,0.0,1.0,1
81,52174,9,1.0,0.0,1.0,0.0,0
20,75712,10,0.0,0.0,0.0,0.0,1
49,58975,13,0.0,0.9315412086101607,0.0,1.0,1
35,49455,4,1.0,0.0,1.0,1.0,0
85,42695,9,1.0,0.0,1.0,0.0,0
59,37356,16,0.5533249260587719,1.0,0.0,0.0,1
1,29472,6,0.0,0.0,1.0,1.0,1
23,26169,6,1.0,0.0,1.0,0.0,0
33,47666,11,0.0,0.0,0.6670464275186878,0.26390311721875853,0
24,52113,0,1.0,0.0,0.43162759780389726,0.26593258631826233,0
53,59753,8,0.028144284368113448,0.0,1.0,1.0,0
52,49511,10,1.0,0.0,1.0,0.0,0
26,41356,1,0.5844468365506803,0.0,0.8036465324218224,0.29953250304321194,0
7,39411,0,1.0,0.0,0.7460292503565819,0.7376259301305024,0
22,44726,8,1.0,0.0,1.0,0.0,0
9,42570,0,1.0,0.0,1.0,0.20451600281122595,0
40,44988,10,0.007401004221208041,0.0,1.0,1.0,0
42,54543,3,1.0,1.0,0.0,0.03372310292137513,1
11,64635,0,1.0,0.0,1.0,0.0,0
20,42337,3,1.0,0.0,1.0,0.0,0
63,14927,10,1.0,1.0,0.0,0.0,1
9,39836,0,1.0,0.0,1.0,0.31445082229065685,0
41,35302,10,0.0,0.0,1.0,0.0,1
44,54102,15,0.0,0.44383754986782087,1.0,0.0,0
2,43097,0,0.5632728948837736,0.0,1.0,0.0,0
71,44261,4,1.0,0.0,1.0,0.0,0
5,52686,0,0.6165782479330787,0.0,1.0,0.7745804977317415,0
9,21990,7,0.0,0.0,1.0,1.0,1
6,46478,5,0.0,0.0,1.0,0.6538332230623791,1
25,60597,1,1.0,0.14336751726856578,1.0,0.0,0
-20,79320,15,0.0,0.0,1.0,0.0,1
17,44760,0,0.0,0.0,1.0,0.0,0
55,49546,2,0.0,0.0,0.0,0.0,0
21,42451,0,0.0,0.0,0.0,0.0,0
42,88105,6,1.0,0.0,0.6889396656621438,0.5900047611044712,0
55,45120,11,1.0,0.0,1.0,0.4861685979665005,0
25,57430,0,1.0,0.0,0.0,0.37140403442303066,0
44,36923,13,0.0,0.0,1.0,0.0,1
46,92502,9,1.0,0.0,1.0,0.0,0
10,33538,0,1.0,0.0,1.0,0.0,0
39,76875,9,1.0,0.4590913352939141,0.0,1.0,1
0,43537,11,0.0,0.0,1.0,0.10748571833141884,1
26,33102,13,0.0,0.0,0.9255814375474278,0.0,1
22,74916,0,0.3285357576529484,0.0,1.0,0.0,0
33,61093,9,1.0,0.0,1.0,0.2905675855886578,0
47,36215,7,0.9574895566559568,0.0,0.8520200279967711,0.44051960638091603,0
21,71219,0,1.0,0.0,1.0,0.0,0
35,49898,6,0.0,0.30537110505823084,0.9047505894169724,0.0,1
36,32349,11,0.31408775376630915,0.0,1.0,0.7980598733523421,0
90,55461,5,1.0,0.0,1.0,0.0,0
10,66396,0,1.0,0.0,0.9852110844745278,0.0,0
80,72586,7,1.0,0.0,1.0,0.0,0
49,60430,11,0.0,0.0,1.0,0.3788336326894784,0
16,65956,3,1.0,0.0,1.0,0.0,0
-1,62521,0,1.0,0.0,1.0,0.0,0
45,79863,8,0.6385725244503662,1.0,0.0,0.5058619098405933,1
17,54008,17,0.0,0.0,1.0,0.0,0
50,91790,9,1.0,1.0,0.0,1.0,1
28,69002,5,1.0,0.0,0.9390264049375203,0.517230050277387,0
40,31652,0,1.0,1.0,0.0,0.9387236162381593,1
-11,50269,10,0.0,0.0,1.0,0.6909252921300084,1
60,67149,13,0.865300947257452,0.6358032743806861,0.0,0.0,0
43,39876,8,1.0,1.0,0.0,0.0,1
73,52394,10,0.3484829834498766,1.0,0.0,0.9958934155892449,1
24,58880,3,1.0,0.0,0.6840984961914327,1.0,0
43,37957,11,0.24965539354052968,0.0,1.0,0.006964223441937532,0
55,53899,9,0.39473082151533334,1.0,0.0,0.0,1
12,39473,0,1.0,0.0,1.0,0.25431562655371026,0
65,46860,6,1.0,0.0,1.0,0.0,0
-15,47886,7,0.0,0.0,0.8957066592382165,1.0,1
74,71582,9,0.7374345739689852,0.0,0.7683089487624392,0.0,0
64,37557,11,1.0,0.0,1.0,0.0,0
20,39559,0,0.0,0.0,0.0,0.5681840033403978,0
57,37687,14,0.37207822312068184,1.0,0.0,0.053212197103539735,1
5,43968,0,1.0,0.0,1.0,0.0,0
59,59882,5,1.0,0.0,0.7045357453846338,0.0,0
69,69832,10,1.0,0.0,0.0,0.0,1
75,44451,2,1.0,0.0,1.0,0.0,0
89,54123,15,1.0,1.0,0.0,0.9815328752991211,1
9,40763,0,0.8603140777884902,0.0,1.0,0.0,0
70,53898,17,1.0,0.0,0.0,0.0,1
9,54474,0,1.0,0.0,1.0,1.0,0
36,48875,14,0.0,0.010341784011925315,1.0,0.0,0
6,71283,14,0.0,0.0,1.0,0.5928122348342872,1
17,45880,4,0.0,0.0,1.0,0.0,1
34,39030,4,1.0,1.0,0.0,0.18010546746541492,1
51,44351,8,0.273971160818111,0.0,0.5074221174525178,0.0,0
35,25149,9,0.3180673721373104,0.0,0.8364016642292075,0.0,0
22,52869,0,1.0,0.0,1.0,0.0,0
46,62883,6,1.0,0.0,0.004148772831978009,1.0,0
24,45386,12,0.0,0.0,1.0,0.011936780181387968,1
56,28070,5,1.0,0.0,1.0,0.0,0
14,46132,8,0.0,0.0,1.0,0.02999423869317595,1
53,42948,10,1.0,0.0,1.0,0.35140666884228294,0
58,38424,9,0.0,0.0,1.0,1.0,1
21,31225,11,0.0,0.0,0.7608730051070908,0.0,1
30,26245,0,0.8274166511974611,0.0,0.3241526382019395,0.0,0
48,74130,3,0.0,0.0,0.0,0.4857158413539969,1
47,44287,4,1.0,1.0,0.0,1.0,1
60,74694,5,0.0,0.0,1.0,0.6778539748410302,1
28,76798,2,1.0,0.0,1.0,0.0,0
11,56470,4,1.0,0.0,1.0,0.029268983904826695,0
15,61543,11,0.0,0.0,1.0,0.0,1
52,46746,14,1.0,0.4974833980289548,0.0,0.0,1
16,41326,10,0.0,0.0,0.1003667850460701,0.9952903995220314,1
15,3191,12,0.0,0.0,1.0,0.0,0
52,-3730,6,1.0,0.0,1.0,0.620148780415464,0
48,65113,9,1.0,0.0,1.0,1.0,0
16,44443,4,1.0,0.0,1.0,0.0,0
41,38638,16,0.0,0.6591260439959115,1.0,0.0,0
-16,74007,0,0.0,0.0,1.0,0.07964268989389676,0
27,32164,5,1.0,0.0,1.0,0.0,0
-21,24560,6,0.0,0.0,0.0,0.0,1
36,43784,12,0.0,0.0,1.0,0.18379937299342966,0
72,69637,18,0.5582563507115554,1.0,0.0,0.0,1
34,49871,10,0.0,0.0,0.8895333555437057,0.0,0
61,40992,10,0.38109747049308695,0.04481641643268319,0.6264020750496698,0.8063654246577088,0
59,24415,11,1.0,0.43012846147540773,0.0,1.0,1
52,45084,10,0.9489495878648294,0.0,1.0,0.0,0
62,43230,0,1.0,0.0,0.0,0.0,0
11,46578,0,0.0,0.0902634549988417,1.0,1.0,0
23,36410,2,1.0,0.0,1.0,0.0,0
26,67738,3,1.0,0.0,1.0,0.0,0
18,26250,2,0.0,0.0,1.0,0.0,0
28,49201,11,0.0,0.0,1.0,0.6837095369080293,0
41,55325,11,1.0,0.0,1.0,0.40795690975064797,0
54,45744,8,1.0,0.0,1.0,0.0,0
50,29847,5,1.0,1.0,0.0,0.8619647560864865,1
46,77522,14,0.0,0.5781526847663292,1.0,0.5314896881466579,0
3,40389,16,0.0,0.0,0.5692620924421481,0.0,1
6,44096,0,1.0,0.0,1.0,0.0,0
59,48676,9,0.0,0.0,0.6139521967857384,0.0,1
31,31366,4,1.0,0.0,1.0,0.0,0
64,62773,5,1.0,0.0,1.0,0.3738371450016698,0
66,43599,14,0.3614901754911808,0.0,0.0,0.0,1
17,50241,10,0.0,0.0,0.6202421382234372,0.0,1
52,53497,9,1.0,0.8406233851552868,0.0,0.4531636040605758,1
58,34276,7,1.0,0.0,1.0,0.09450765304739081,0
46,68254,11,0.5533768491237899,0.0,1.0,0.0,0
81,55060,4,1.0,0.0,1.0,0.0,0
50,50286,13,0.0,0.0,1.0,0.4462018362894799,0
18,63510,0,0.292148038472571,0.0,0.0,0.810577920330005,0
0,35689,18,0.0,0.0,1.0,0.0,0
39,54583,2,1.0,1.0,0.0,0.790721018540406,1
41,47248,10,0.0,0.0,0.7472462312436802,1.0,0
66,54365,9,1.0,1.0,0.0,0.0,1
21,58436,0,0.6733118437082651,0.0,0.0,0.0,0
49,73584,1,1.0,1.0,0.0,0.0,1
22,59358,1,1.0,0.0,1.0,0.9733659524856143,0
54,53863,8,1.0,0.0,1.0,0.28405657052987027,0
60,31976,12,0.0,0.0,0.0,0.292951833518835,1
29,51021,2,1.0,0.0,0.04525888277610779,0.0,0
-1,51240,0,1.0,0.0,1.0,0.824451800227485,0
50,39153,11,0.6549860715950012,0.0,1.0,0.2080550318240542,0
1,61669,1,1.0,0.0,1.0,0.1260623280034051,0
36,55323,0,0.0,0.0,0.5738858694923413,0.0,0
36,62393,12,0.8563755743385725,0.0,1.0,0.38934239421973693,0
27,-213,8,0.0,0.0,0.0,0.0,0
32,62977,1,1.0,0.0,0.31826906313892867,1.0,0
65,46043,9,1.0,0.2624440269763233,1.0,0.20991553398349078,0
62,55874,6,1.0,0.0,0.5682488766757406,1.0,0
30,44730,3,1.0,1.0,0.0,0.0,1
71,30505,8,1.0,0.0,1.0,0.0,0
24,53702,3,1.0,0.0,1.0,0.0,0
0,75638,6,0.0,0.0,1.0,0.0,1
10,60713,0,0.4624488539119225,0.0,1.0,0.0,0
41,53841,10,0.0,0.0,0.7800651905780217,0.0,0
44,59301,11,0.0,0.0,1.0,0.43566456645700186,0
13,66176,5,1.0,0.0,1.0,0.3717360280120473,0
38,51393,8,1.0,0.0,1.0,0.0,0
44,46080,9,1.0,1.0,0.0,0.0,1
47,39229,9,0.5239198931789235,0.0,1.0,1.0,0
50,76560,9,1.0,1.0,0.0,0.6726257608719525,1
68,52305,13,0.7083492153980636,1.0,0.0,0.0,1
11,87098,0,0.0,0.0,1.0,1.0,0
11,47777,0,0.0,0.0,1.0,0.0,0
17,61301,0,1.0,0.0,0.17474857086002094,0.0,0
96,40153,8,1.0,0.0,1.0,0.0,0
4,21103,11,0.0,0.0,1.0,0.0,1
11,39141,16,0.0,0.0,0.7580181681388162,0.7333482326890381,1
16,73344,8,0.0,0.0,1.0,0.0,1
25,63350,2,0.47998154167787055,0.0,0.8762637827183877,0.0,0
46,68185,5,1.0,1.0,0.0,1.0,1
46,24126,10,1.0,0.0,1.0,0.5983301738078541,0
56,54335,8,0.4887055168987593,0.0,1.0,0.29556060178674576,0
55,42315,10,1.0,1.0,0.0,0.0,1
63,45627,13,1.0,0.1059181339236146,0.0,0.0,1
59,47169,6,1.0,1.0,0.0,1.0,1
43,67977,7,1.0,0.0,1.0,0.19163196206738903,0
51,69514,9,1.0,0.0,1.0,0.4614248329585187,0
21,30730,5,0.0,0.0,1.0,1.0,1
36,40395,4,1.0,0.0,1.0,0.15103290905513567,0
49,43292,12,0.4984235820990066,1.0,0.0,0.0,1
70,54332,12,0.9553210284306171,0.959508974348994,1.0,0.461230493586657,0
-16,39902,6,0.0,0.0,1.0,0.02497126237099896,1
47,37086,5,1.0,0.0,0.3734225510552873,0.0,0
37,36095,5,1.0,1.0,0.0,0.0,1
6,56533,12,0.0,0.0,1.0,0.0,1
12,40289,4,0.0,0.0,1.0,1.0,1
16,58221,0,1.0,0.0,0.8391026363162002,0.0,0
48,64538,8,0.8590679588637341,1.0,0.0,0.8277079982342662,1
1,46460,0,0.06647958156353861,0.0,0.9299478026090816,0.17777813858498556,0
44,38232,11,0.37788744036391675,0.0,1.0,0.0,0
66,51405,12,0.6479359116709641,1.0,0.0,0.0,1
31,31819,3,0.8637773267563851,0.0,1.0,1.0,0
38,58496,6,1.0,1.0,0.0,1.0,1
14,35809,4,1.0,0.0,1.0,0.37703383782801303,0
30,50085,11,0.0,0.0,0.12990905400117603,0.0,1
12,58888,0,1.0,0.0,1.0,0.7288186376596363,0
75,70823,3,1.0,0.0,1.0,0.10525970102333387,0
59,77136,14,0.19119436869477457,0.5919673521224116,0.0,0.0025023003171226327,1
72,50917,6,1.0,0.0,1.0,0.7243545112656794,0
7,72213,6,0.0,0.0,1.0,0.0,1
10,21165,0,0.0,0.0,1.0,0.7111924534215757,0
11,23347,0,0.0,0.0,0.7150557775209412,0.0,0
41,58270,4,1.0,0.0,1.0,0.4837788340027778,0
31,54797,12,0.0,0.0,1.0,0.36176199210385035,0
64,60882,4,1.0,0.0,1.0,0.0,0
-24,9110,13,0.0,0.07392275882821764,1.0,1.0,1
7,60041,2,1.0,0.0,1.0,0.9813839922750334,0
11,59889,0,0.0,0.0,0.0,0.0,0
19,64816,0,0.0,0.0,0.4118623746363699,0.4514695865637963,0
63,47931,9,0.7524717941020374,0.0,1.0,0.6803837384236716,0
27,34784,4,1.0,0.0,1.0,0.8784535729984396,0
25,47314,11,0.0,0.0,1.0,0.9491491616748444,1
14,71627,11,0.0,0.0,1.0,0.0,0
44,34454,14,1.0,0.18437129566038069,0.0,0.09427929361427935,1
34,28505,3,1.0,0.0,0.05070620937961312,0.0,0
23,47910,0,0.0,0.0,0.14762252762660077,0.6572011012960537,0
59,76192,11,1.0,0.5730465388574033,0.0,0.16548939312256028,1
51,27163,10,1.0,0.0,1.0,0.0,0
33,64521,14,0.0,0.0,1.0,0.3610251451427553,0
35,61306,9,1.0,0.0,0.0,0.4986048184872299,1
58,55971,11,1.0,0.0,1.0,0.6122400149069139,0
23,38054,3,1.0,0.0,1.0,0.0,0
63,29084,9,1.0,0.0,1.0,0.0,0
63,31123,14,0.25430052707783224,0.8601775700368974,0.0,1.0,1
53,51763,9,1.0,1.0,0.0,0.25695743818394445,1
-1,24063,0,0.0,0.0,0.3668088930062161,0.0,0
-4,31256,4,0.0,0.0,1.0,0.9742622630864519,1
9,63665,0,0.0,0.0,1.0,0.03647217665420908,0
84,56295,4,1.0,0.0,1.0,0.0,0
45,40141,2,1.0,1.0,0.0,0.0,1
58,53458,11,1.0,0.0,1.0,1.0,0
51,59635,11,1.0,0.0,1.0,0.0,0
41,79446,8,1.0,1.0,0.0,0.151231072166842,1
54,16314,8,1.0,0.0,1.0,1.0,0
48,45605,10,1.0,0.0,1.0,0.41298056552504697,0
51,76512,9,0.0,1.0,0.0,0.48809538137918235,1
17,44360,6,1.0,0.0,1.0,0.0,0
9,47638,0,0.0,0.0,0.8977942672158741,1.0,0
64,30977,11,1.0,0.37415400145829025,0.0,0.7839676512169459,1
34,59990,1,1.0,1.0,0.0,0.3136403674078202,1
51,52300,10,1.0,1.0,0.0,0.0,1
-2,31391,0,1.0,0.0,1.0,0.0,0
96,64849,8,1.0,0.0,1.0,0.0,0
50,57207,0,1.0,1.0,0.0,1.0,1
56,42084,14,1.0,0.0,0.0,0.7030651467411015,1
32,49817,14,0.0,0.0,1.0,0.24937028272765205,0
72,31445,3,1.0,1.0,0.0,0.30695075011252615,1
52,47984,12,0.0,0.3746820779977875,0.0,0.9050665483595475,1
0,52315,13,0.257621584977173,0.0,0.4728931440145172,0.7700224871307078,1
14,52068,15,0.0,0.0,1.0,0.0,0
56,46494,6,1.0,0.0,0.886024959401771,1.0,0
25,54203,11,0.0,0.0,0.4024029281214241,1.0,0
60,38763,5,1.0,0.0,0.243428640213748,0.0,0
22,80633,9,0.0,0.0,0.0,0.2759844929124723,1
70,59155,6,1.0,0.0,1.0,0.0,0
63,59734,9,1.0,0.0,1.0,1.0,0
18,77439,9,1.0,0.0,1.0,0.0,0
22,39802,3,0.0,0.0,0.2638653247838898,0.0,0
9,69266,0,0.0,0.0,1.0,0.0,0
24,66048,0,1.0,0.0,0.8510116623989396,0.6846612305437452,0
14,53615,0,0.0,0.0,0.0,0.7302838193069643,0
13,50293,16,0.0,0.0,1.0,0.0,1
11,44854,0,0.31260802301418855,0.0,0.6455734620580472,0.0,0
48,70572,12,0.7798300608191612,0.0,1.0,0.0,0
47,40658,13,0.0,0.0,1.0,0.6321209472278112,0
67,88124,14,0.11798426680564456,1.0,0.0,1.0,1
60,14138,7,1.0,0.0,1.0,1.0,0
71,27853,11,1.0,0.33551330600164087,1.0,1.0,0
-4,44473,0,0.0,0.0,1.0,0.0,0
48,67508,6,1.0,0.0,0.0,0.0,0
39,34493,10,0.8072059888423115,0.0,1.0,0.5674887211299786,0
48,59113,4,1.0,1.0,0.0,0.0,1
-10,53459,7,0.0,0.0,1.0,0.0,1
49,35292,9,1.0,0.0,1.0,0.7644782203057904,0
29,48475,4,1.0,0.0,1.0,0.0,0
46,45417,11,0.05963019272037351,0.0,0.9787422364002658,0.4350783381858596,0
23,44923,0,1.0,0.0,1.0,1.0,0
45,69535,10,1.0,1.0,0.0,0.0,1
11,33218,0,1.0,0.0,1.0,0.7916542060935255,0
68,33484,11,1.0,0.6000174245576514,0.0,0.6245823093172438,1
11,52618,0,0.35677140551394615,0.0,0.0,0.0,0
64,34593,14,1.0,1.0,0.0,0.0,1
60,39873,9,1.0,0.0,1.0,0.0,0
46,31871,7,0.37213595814420586,0.0,0.6362679631480317,1.0,0
43,58433,14,0.5778908261487902,0.0,1.0,1.0,0
34,41256,16,0.0,0.12696517634115745,1.0,0.9572338077486858,0
44,14175,8,0.21375369584237358,0.0,0.8125009081822633,0.038498485695272235,0
80,36312,6,1.0,0.0,1.0,1.0,0
51,57629,7,0.8802603789558927,0.0,0.8004642009514489,0.0,0
28,53948,9,0.0,0.0,0.0,0.29969555555109145,1
49,52099,9,0.0,0.0,0.34252072930870625,0.2853993767216869,0
57,38280,13,1.0,0.6858953733375177,1.0,0.0,0
53,74033,13,0.0,0.0,1.0,1.0,1
-33,21379,4,0.0,0.0,1.0,0.0,1
31,25706,11,0.0,0.0,1.0,0.0,0
14,79161,10,0.0,0.0,1.0,0.0,1
24,48550,0,1.0,0.0,0.17819193331874028,0.0,0
17,53129,3,1.0,0.0,1.0,0.049324836699559206,0
53,47732,6,0.36653719132729434,0.0,0.03821798858239389,0.6866281919461598,0
29,70889,14,0.0,0.0,1.0,0.0,0
55,31672,10,1.0,0.0,1.0,1.0,0
63,65870,8,0.986605868442117,0.0,0.6478882439166341,0.0,0
16,27408,0,0.7431061487644591,0.0,1.0,0.0,0
52,36541,8,1.0,1.0,0.0,0.2537067194918132,1
34,59018,13,0.0,0.0,1.0,0.0,0
58,33158,9,1.0,0.0,1.0,0.0,0
54,43168,6,1.0,0.0,1.0,1.0,0
41,49459,8,1.0,0.0,1.0,1.0,0
12,63845,0,1.0,0.0,1.0,0.0,0
44,48334,13,0.7708533931007151,0.0,1.0,0.2046684378900604,0
12,67452,0,0.16142286950343587,0.0,1.0,0.0,0
6,44810,5,1.0,0.0,1.0,0.0,0
18,73259,1,1.0,0.0,1.0,0.5140481406864676,0
5,66842,9,0.0,0.0,1.0,0.0,1
53,76431,15,0.0,0.0,0.0,0.0,1
16,25663,0,1.0,0.0,1.0,0.061028583556320855,0
32,42729,4,0.0,0.0,1.0,0.259133655084339,1
24,53644,9,0.0,0.0,1.0,0.0,1
-4,38176,12,0.0,0.0,0.0,0.0,1
21,83137,2,1.0,0.0,0.0,1.0,0
15,45469,8,0.0,0.0,0.8000263237435249,0.9909581870356614,1
23,43676,12,0.0,0.0,1.0,0.0,0
50,63428,4,0.6233213268379996,1.0,0.0,1.0,1
49,33130,13,1.0,0.0,1.0,1.0,0
33,56798,4,1.0,0.0,0.0,0.0,0
8,57263,0,0.0,0.0,1.0,1.0,0
15,53964,0,1.0,0.0,0.7284004707204833,0.0,0
60,71488,8,1.0,0.0,1.0,0.040614086965532745,0
29,44042,14,0.0013207392530010242,0.0,1.0,0.0,0
4,58121,6,0.0,0.0,1.0,0.0,1
21,53305,2,1.0,0.0,1.0,0.0,0
51,65183,7,0.8010958539512094,0.0,0.7800889418080481,1.0,0
6,25265,0,1.0,0.0,1.0,0.22776700140487174,0
44,67099,9,1.0,0.0,1.0,1.0,0
12,51823,0,0.0,0.0,0.0,0.0,0
11,44264,10,0.0,0.0,1.0,0.0,1
12,59916,13,0.0,0.0,0.980921789088339,0.30983759319992266,0
49,44815,13,0.701779089554846,0.0,1.0,0.128628690654427,0
31,27400,0,0.26333625948420347,0.0,0.0,0.0,0
18,50426,11,0.0,0.0,1.0,0.0,1
24,26066,0,0.0,0.0,1.0,0.0,0
22,47751,3,1.0,0.0,1.0,0.0,0
17,67814,9,0.0,0.0,0.1647758180160237,0.0,1
47,46568,0,1.0,1.0,0.0,0.7131723652486122,1
61,59630,9,1.0,0.0,1.0,0.0,0
16,59014,1,0.24222726688056628,0.0,0.9238674341932712,0.0,0
14,75913,0,1.0,0.0,0.9663325710527293,0.0,0
30,41098,2,0.0,0.35942406324629905,1.0,0.09674391293904691,1
31,53263,6,1.0,0.3407104541034145,0.0,0.0,1
59,27689,12,0.0,0.0,0.0,0.0,1
44,13906,13,0.3471737571901712,0.0,1.0,0.0,0
41,26391,6,0.8586159838738299,0.0,0.6123376057472042,0.0,0
32,53631,11,0.0,0.0,1.0,0.0,0
26,44183,0,1.0,0.0,1.0,0.0,0
23,43658,0,0.0,0.0,0.3963576023908437,0.6596522987772498,0
24,51243,0,0.608370242454894,0.0,0.0,0.3596491578821158,0
48,73809,11,1.0,0.0,1.0,0.0,0
48,51640,5,1.0,1.0,0.0,0.0,1
39,24114,9,0.4744461512325584,0.0,0.5537232792598366,0.6119926319144883,0
19,58295,2,0.0,0.0,1.0,0.5375853070438055,0
9,29943,0,0.2961127539187216,0.0,0.6745079045440873,0.0,0
48,67861,9,1.0,0.0,1.0,0.7061285491093263,0
30,52155,12,0.0,0.0,1.0,0.0,0
31,35531,3,1.0,0.0,0.0,0.0,0
54,20073,7,1.0,0.0,0.604101673745033,1.0,0
61,50010,4,1.0,1.0,0.0,1.0,1
9,62680,10,0.0,0.0,1.0,0.0,1
36,48436,13,0.0,0.0,0.19936218831107078,0.0,0
50,53795,12,0.0,0.0,1.0,0.0,1
8,75506,0,1.0,0.0,1.0,0.06835044365313034,0
6,48995,0,0.0,0.0,0.0,0.0,0
55,49081,10,0.0,0.0,1.0,0.0,1
-15,57529,8,0.0,0.0,1.0,1.0,1
66,41093,10,1.0,0.0,1.0,0.0,0
8,56469,4,1.0,0.0,1.0,1.0,0
19,44205,0,0.0,0.0,0.061001183536157244,0.0,0
37,57837,13,0.0,0.0,1.0,0.0,0
57,35520,6,1.0,0.0,1.0,0.1751749493090029,0
54,56936,10,1.0,0.0,1.0,0.0,0
5,33382,9,0.0,0.0,0.4272108344044123,0.0,1
13,65013,0,0.7951067944862891,0.0,0.1061975803605828,0.0,0
14,74512,10,0.0,0.0,0.0,1.0,1
16,60306,0,0.24809365873889133,0.0,1.0,0.9180314686799862,0
38,42998,14,0.0,0.0,1.0,0.4510882125055664,0
9,33652,1,1.0,0.0,1.0,0.0,0
14,66845,0,0.0,0.0,0.0,0.0,0
0,43158,0,1.0,0.0,1.0,0.0,0
76,51397,9,1.0,0.0,1.0,0.6545057527231394,0
-1,75939,9,0.0,0.0,0.7069735265607406,0.9840414529044801,1
67,60942,9,1.0,0.0,1.0,0.0,0
-5,64041,0,1.0,0.0,1.0,1.0,0
13,45126,0,0.0,0.0,0.0,0.0,0
26,20539,2,1.0,0.0,1.0,0.0,0
26,66272,5,1.0,0.0,1.0,0.6589353548536838,0
16,49825,0,0.363628118756508,0.0,0.8180637699674188,0.0,0
56,59989,17,0.06766517899186364,0.0,0.2564973709805929,0.0,1
18,60577,0,1.0,0.0,1.0,0.13617467474782943,0
52,34062,9,0.629693022709503,1.0,0.0,0.1630663438855776,1
56,82034,12,1.0,0.014088747314976446,1.0,0.0,0
20,49775,4,1.0,0.0,1.0,0.0,0
20,33802,0,1.0,0.0,0.4886638571686788,0.8611845377637809,0
27,25230,9,0.0,0.0,1.0,0.39223067555456603,1
39,35805,7,1.0,1.0,0.0,1.0,1
16,43899,8,0.0,0.0,1.0,0.0,1
7,46206,0,0.9667805033748962,0.0,1.0,0.0,0
29,52025,3,0.7657964048674344,0.0,0.5051844728342928,0.0,0
38,38930,14,0.0,0.0,1.0,0.0,0
21,49317,8,0.0,0.0,1.0,0.0,1
56,42315,11,0.6798741651143603,0.0,1.0,0.0,0
57,59602,16,1.0,0.0,0.0,0.0,1
61,35070,8,1.0,0.0,0.8014367211066823,0.24672138869860635,0
1,9864,0,1.0,0.0,0.8342760384863929,0.5216912595809831,0
4,57999,0,0.0,0.0,0.6033333085215418,0.04481819710016778,0
27,62687,10,0.9488601649737067,0.0,0.0,0.0,1
57,54694,8,1.0,1.0,0.0,0.0,1
